"1:nrow(y_train)","longitude","latitude","housing_median_age","total_rooms","total_bedrooms","population","households","median_income","ocean_proximity"
9283,-118.06,33.88,17,7187,1073,3844,1068,6.5901,"<1H OCEAN"
9284,-117.07,32.75,9,3464,749,1687,645,3.3026,"NEAR OCEAN"
9285,-117.94,33.68,26,4183,539,1504,520,7.4056,"<1H OCEAN"
9286,-116.76,34.14,4,42,10,9,3,0.536,"INLAND"
9287,-121.18,38.69,7,7104,970,2772,920,6.3528,"INLAND"
9288,-121.03,39.37,15,1337,326,1172,306,2.6341,"INLAND"
9289,-122.79,38.54,5,3986,737,1887,687,3.7768,"<1H OCEAN"
9290,-122.11,37.68,37,1976,481,1197,465,2.5772,"NEAR BAY"
9291,-118.44,33.79,27,2141,260,635,240,11.6648,"NEAR OCEAN"
9292,-118.22,33.96,36,1542,458,1711,468,1.9028,"<1H OCEAN"
9293,-120.7,38.75,19,2325,430,967,376,2.9,"INLAND"
9294,-118.51,34.23,27,4580,918,2252,850,4.7926,"<1H OCEAN"
9295,-118.42,33.99,23,5548,1245,2847,1229,4.4228,"<1H OCEAN"
9296,-117.06,32.61,24,4369,1353,3123,1247,2.0571,"NEAR OCEAN"
9297,-117.07,32.91,5,2234,256,894,253,10.3354,"<1H OCEAN"
9298,-121.88,37.34,52,1390,365,921,352,2.1442,"<1H OCEAN"
9299,-118.36,34.09,34,2832,883,1594,843,1.7558,"<1H OCEAN"
9300,-121.68,39.29,29,1860,400,1137,365,1.5281,"INLAND"
9301,-118.85,34.21,29,2195,414,1360,401,3.4773,"<1H OCEAN"
9302,-118.08,34.13,28,4465,985,2273,949,3.5671,"INLAND"
9303,-122.03,37.55,22,9167,1373,4319,1404,6.992,"NEAR BAY"
9304,-117.57,33.87,27,1786,287,939,278,5.1929,"INLAND"
9305,-117.82,33.67,15,1010,274,649,261,2.5197,"<1H OCEAN"
9306,-118.17,33.84,45,1853,328,945,320,5.0787,"<1H OCEAN"
9307,-120.18,34.62,25,1337,219,671,225,3.1912,"NEAR OCEAN"
9308,-121.4,36.38,39,2288,529,1449,410,3.3289,"<1H OCEAN"
9309,-122.18,37.8,34,1355,195,442,195,6.2838,"NEAR BAY"
9310,-117.9,34.04,15,11989,2185,6652,2081,4.5554,"<1H OCEAN"
9311,-121.01,37.64,36,1981,507,1998,468,1.9013,"INLAND"
9312,-117.89,33.61,45,1883,419,653,328,4.2222,"<1H OCEAN"
9313,-118.34,34.05,41,2099,472,1369,465,2.7409,"<1H OCEAN"
9314,-118.41,33.97,44,2298,388,849,360,5.5941,"<1H OCEAN"
9315,-118.61,34.17,19,5944,1345,2372,1250,3.8819,"<1H OCEAN"
9316,-118.5,34.2,42,1558,322,884,334,2.2304,"<1H OCEAN"
9317,-117.1,32.74,20,3854,1046,3555,966,1.6747,"NEAR OCEAN"
9318,-117.18,32.69,37,3112,716,1304,674,3.2121,"NEAR OCEAN"
9319,-118.09,33.92,31,1983,419,1157,390,3.5455,"<1H OCEAN"
9320,-122.53,37.96,36,4385,620,1549,626,8.3935,"NEAR BAY"
9321,-121.81,37.3,15,1929,345,1683,347,5.5248,"<1H OCEAN"
9322,-122.17,37.7,24,1755,365,952,362,4,"NEAR BAY"
9323,-117.98,33.68,24,4177,NA,1704,606,6.2473,"<1H OCEAN"
9324,-116.95,32.82,18,3038,592,1904,595,3.8024,"<1H OCEAN"
9325,-118.42,34.01,33,2731,535,1280,510,4.7083,"<1H OCEAN"
9326,-118.2,34.12,44,1565,398,1500,407,2.8125,"<1H OCEAN"
9327,-122.55,38,18,3119,803,1395,722,3.9265,"NEAR BAY"
9328,-118.28,34.11,52,1803,437,787,388,4.5781,"<1H OCEAN"
9329,-121.37,38.39,15,1883,254,893,256,6.2575,"INLAND"
9330,-117.69,33.6,17,2150,361,1194,335,5.4622,"<1H OCEAN"
9331,-117.31,32.83,38,2367,480,891,428,4.1477,"NEAR OCEAN"
9332,-121.09,39.23,35,2637,511,1181,480,2.7813,"INLAND"
9333,-117.76,33.94,40,1092,213,457,190,5.1165,"<1H OCEAN"
9334,-121.14,38.16,14,2591,497,1371,479,3.5774,"INLAND"
9335,-119.86,36.78,7,2232,490,1274,499,2.9853,"INLAND"
9336,-118.06,33.99,45,1471,255,670,250,4.5478,"<1H OCEAN"
9337,-118.5,34.03,32,6365,1784,2767,1698,3.6451,"<1H OCEAN"
9338,-117.81,33.68,8,1964,413,913,406,5.1583,"<1H OCEAN"
9339,-118.38,34.01,18,9528,2075,3922,1920,4.7612,"<1H OCEAN"
9340,-122.22,37.79,37,2343,574,1608,523,2.1494,"NEAR BAY"
9341,-122.18,37.73,44,548,119,435,136,2.1111,"NEAR BAY"
9342,-119.11,34.33,14,4026,769,1825,671,3.5541,"<1H OCEAN"
9343,-122.38,37.6,33,2577,590,1867,566,3.3632,"NEAR OCEAN"
9344,-120.95,37.57,29,1179,249,672,243,3.1125,"INLAND"
9345,-117.87,33.84,25,1928,414,961,385,4.0724,"<1H OCEAN"
9346,-117.81,33.67,9,2435,396,1194,385,7.2025,"<1H OCEAN"
9347,-121.81,38.49,18,4518,827,2230,715,3.9309,"INLAND"
9348,-119.34,37.12,23,1881,380,64,37,3.875,"INLAND"
9349,-124.16,40.8,52,1703,500,952,435,1.1386,"NEAR OCEAN"
9350,-120.1,39.19,17,1480,241,202,80,3.9375,"INLAND"
9351,-118.25,34.01,31,1301,403,1952,377,2.1466,"<1H OCEAN"
9352,-118.04,34.06,31,957,295,1300,287,2.1383,"<1H OCEAN"
9353,-122.25,37.87,52,1204,460,2016,477,0.949,"NEAR BAY"
9354,-117.05,32.61,21,6034,1205,3795,1146,3.2633,"NEAR OCEAN"
9355,-121.65,37.11,14,6006,914,2915,898,5.9356,"<1H OCEAN"
9356,-121.23,37.87,49,98,24,59,26,3.65,"INLAND"
9357,-119.75,36.78,33,1145,197,508,198,2.3333,"INLAND"
9358,-120.35,37.31,17,605,159,416,83,2,"INLAND"
9359,-117.98,33.75,24,3865,802,2670,772,3.8158,"<1H OCEAN"
9360,-118.18,33.98,24,1880,642,2646,605,2.1836,"<1H OCEAN"
9361,-117.78,33.71,4,974,232,428,203,4.6141,"<1H OCEAN"
9362,-118.44,34.05,32,1880,435,798,417,4.7109,"<1H OCEAN"
9363,-118,34.13,35,1005,224,742,221,3.5481,"INLAND"
9364,-120.38,36.76,25,991,272,941,262,1.8125,"INLAND"
9365,-121.13,38.47,16,2574,441,1041,428,3.6645,"INLAND"
9366,-122.21,37.81,52,1389,212,510,224,5.2402,"NEAR BAY"
9367,-116.15,34.14,18,3312,705,1251,512,3.0139,"INLAND"
9368,-118.17,34.04,43,908,232,1005,224,1.75,"<1H OCEAN"
9369,-118.49,34.42,23,4166,756,2082,743,4.4107,"<1H OCEAN"
9370,-122.41,37.77,52,849,276,582,222,3.4671,"NEAR BAY"
9371,-117.05,32.8,23,3309,401,1116,386,7.916,"<1H OCEAN"
9372,-117.32,33.15,15,13245,2212,5495,2060,5.4904,"NEAR OCEAN"
9373,-122.29,37.87,46,1267,324,792,321,2.525,"NEAR BAY"
9374,-122.27,37.81,10,875,348,546,330,0.76,"NEAR BAY"
9375,-119.03,34.22,24,3421,656,2220,645,4.7831,"<1H OCEAN"
9376,-122.09,37.63,34,1457,242,735,249,3.9167,"NEAR BAY"
9377,-118.12,34.12,52,2907,317,956,279,15.0001,"<1H OCEAN"
9378,-122.18,37.68,5,2087,407,840,401,5.4858,"NEAR BAY"
9379,-119.25,36.36,16,3245,469,1471,450,5.8673,"INLAND"
9380,-117.99,33.71,19,1967,487,1251,404,3.6696,"<1H OCEAN"
9381,-118.82,34.15,9,655,110,222,109,7.8528,"NEAR OCEAN"
9382,-124.17,40.8,52,661,316,392,244,0.957,"NEAR OCEAN"
9383,-117.91,33.71,16,3113,783,1719,715,3.6505,"<1H OCEAN"
9384,-121.3,38.7,18,7334,1332,3339,1271,3.235,"INLAND"
9385,-118.08,33.72,14,2021,396,696,367,7.1673,"NEAR OCEAN"
9386,-117.06,32.69,9,521,111,491,110,5.1305,"NEAR OCEAN"
9387,-117.13,32.75,50,1476,354,698,354,3,"NEAR OCEAN"
9388,-118.37,34.17,10,1431,473,1438,429,2.2756,"<1H OCEAN"
9389,-118,33.88,18,2628,720,2276,649,2.735,"<1H OCEAN"
9390,-121.42,36.85,7,1626,325,677,304,2.3125,"INLAND"
9391,-117.27,34.45,8,6463,1095,3213,1031,3.2215,"INLAND"
9392,-118.03,34.13,33,2352,373,995,359,4.9583,"INLAND"
9393,-122.91,39.06,21,1236,238,601,261,1.939,"INLAND"
9394,-118.28,33.74,40,1751,512,1939,503,1.5394,"NEAR OCEAN"
9395,-119.76,36.83,22,2803,438,1234,457,4.5179,"INLAND"
9396,-120.39,38.03,20,1551,309,647,228,2.6094,"INLAND"
9397,-118.31,34,47,1551,362,1329,322,1.9792,"<1H OCEAN"
9398,-121.47,38.63,29,2197,520,1374,483,2.1889,"INLAND"
9399,-119.22,35.68,16,2874,677,3078,651,1.8843,"INLAND"
9400,-121.85,37.34,27,1481,409,1505,391,2.5769,"<1H OCEAN"
9401,-116.17,33.67,18,3585,800,3873,788,2.5714,"INLAND"
9402,-116.79,33.99,16,319,68,212,67,1.4688,"INLAND"
9403,-122.45,37.73,52,2035,424,1193,430,5.0634,"NEAR BAY"
9404,-122.31,37.55,52,900,183,371,166,3.25,"NEAR OCEAN"
9405,-117.83,33.99,14,17527,2751,8380,2676,6.2734,"<1H OCEAN"
9406,-121.23,37.99,38,523,80,226,72,5.5693,"INLAND"
9407,-118.4,34.15,31,3881,909,1535,846,3.0398,"<1H OCEAN"
9408,-122.02,37.36,25,2074,387,1273,383,4.7609,"<1H OCEAN"
9409,-119.05,34.35,39,950,300,1366,312,2.2443,"<1H OCEAN"
9410,-118.03,34.01,10,6531,1036,2975,1018,6.2319,"<1H OCEAN"
9411,-118.23,33.95,42,705,173,739,140,0.9166,"<1H OCEAN"
9412,-121.4,38.61,37,1994,347,782,355,4.1488,"INLAND"
9413,-117.25,32.8,32,1601,468,731,429,2.5568,"NEAR OCEAN"
9414,-121.83,39.72,52,1890,420,974,383,1.6827,"INLAND"
9415,-118.62,34.19,35,1934,307,905,315,5.5101,"<1H OCEAN"
9416,-118.1,33.93,33,1474,325,1205,335,3.1397,"<1H OCEAN"
9417,-118.15,34.07,40,1072,204,940,200,3.125,"<1H OCEAN"
9418,-121.98,37.74,8,2865,389,1376,417,7.9393,"<1H OCEAN"
9419,-118.46,33.97,19,1658,427,648,378,3.8698,"<1H OCEAN"
9420,-118.1,33.81,36,1111,184,444,177,3.7031,"<1H OCEAN"
9421,-120.08,36.96,36,2074,349,954,363,3.1136,"INLAND"
9422,-121.75,36.92,48,1801,353,1071,361,3.6,"<1H OCEAN"
9423,-117.91,33.91,32,1530,301,666,276,4.125,"<1H OCEAN"
9424,-120.93,39.96,15,1666,351,816,316,2.9559,"INLAND"
9425,-122.38,37.73,15,6804,1664,4737,1581,1.4133,"NEAR BAY"
9426,-119.85,36.8,14,1876,324,1031,311,3.6563,"INLAND"
9427,-118.62,34.2,29,2421,402,1120,388,5.0309,"<1H OCEAN"
9428,-121.93,37.89,13,2085,292,852,264,7.3445,"INLAND"
9429,-116.39,34.15,15,5583,1149,2709,964,1.9779,"INLAND"
9430,-118.19,33.85,49,1073,260,725,272,3.8026,"NEAR OCEAN"
9431,-118.28,33.98,43,1240,312,1100,311,1.575,"<1H OCEAN"
9432,-120.84,37.43,32,2892,521,1580,484,3.7784,"INLAND"
9433,-117.87,34.02,16,3552,575,2120,573,6.4333,"<1H OCEAN"
9434,-122.43,37.74,52,2637,539,1159,497,3.8846,"NEAR BAY"
9435,-121.49,38.54,47,2313,536,779,442,2.5639,"INLAND"
9436,-120.11,34.62,16,2943,394,959,359,6.2094,"NEAR OCEAN"
9437,-119.85,36.43,23,1824,354,1146,362,2.8913,"INLAND"
9438,-117.65,34.11,29,2927,634,1710,623,3.6219,"INLAND"
9439,-118.43,33.86,34,358,87,162,84,7.1264,"NEAR OCEAN"
9440,-118.25,33.94,44,1463,312,940,312,2.3333,"<1H OCEAN"
9441,-116.17,33.53,13,1713,512,1978,442,2.1287,"INLAND"
9442,-117.7,33.53,5,6698,1254,2834,1139,5.9088,"<1H OCEAN"
9443,-119.64,36.36,13,2360,340,1055,312,5.2134,"INLAND"
9444,-120.8,37.61,30,918,154,469,139,3.9688,"INLAND"
9445,-117.29,33.19,18,6235,1233,4127,1162,3.0704,"NEAR OCEAN"
9446,-121.03,37.67,24,2162,459,1468,441,3.1857,"INLAND"
9447,-117.19,32.82,35,2197,353,945,357,4.9219,"NEAR OCEAN"
9448,-120.43,34.97,28,1433,270,1001,278,4.0125,"<1H OCEAN"
9449,-115.57,32.83,31,1494,289,959,284,3.5282,"INLAND"
9450,-122.13,37.72,26,2862,394,1030,397,7.912,"NEAR BAY"
9451,-122.08,37.35,33,2398,317,832,314,10.3591,"NEAR BAY"
9452,-117.95,35.08,1,83,15,32,15,4.875,"INLAND"
9453,-117.12,32.91,8,3405,961,1742,918,2.8728,"<1H OCEAN"
9454,-118.22,33.94,38,788,224,1155,208,3.3542,"<1H OCEAN"
9455,-121.97,37.25,32,2892,496,1193,492,6.131,"<1H OCEAN"
9456,-118.33,34.02,42,2043,378,869,416,3.5,"<1H OCEAN"
9457,-118.61,34.2,16,1718,467,896,475,3.6296,"<1H OCEAN"
9458,-122.49,37.69,36,1344,258,782,265,4.5,"NEAR OCEAN"
9459,-121.22,37.96,30,1737,381,1177,347,1.9875,"INLAND"
9460,-118.38,33.79,32,10445,1620,4474,1576,7.7042,"NEAR OCEAN"
9461,-117.17,34.08,5,1473,228,842,257,4.875,"INLAND"
9462,-117.78,34.03,8,32054,5290,15507,5050,6.0191,"<1H OCEAN"
9463,-121.18,39.23,8,2112,360,782,344,3.7125,"INLAND"
9464,-117.95,33.93,25,3445,801,2400,750,3.4702,"<1H OCEAN"
9465,-120.98,37.79,20,2458,491,1227,481,2.7857,"INLAND"
9466,-118.14,34.16,30,2598,757,2869,769,2.1377,"<1H OCEAN"
9467,-122.13,39,23,3832,774,2435,747,2.2754,"INLAND"
9468,-118.99,35.27,32,444,102,242,87,1.1528,"INLAND"
9469,-120.88,38.16,8,2029,387,1000,364,4.0109,"INLAND"
9470,-117.33,33.23,15,1905,416,1258,388,3.33,"NEAR OCEAN"
9471,-119.02,35.34,38,1463,294,692,295,2.3125,"INLAND"
9472,-118.51,35.16,7,4371,727,1932,654,4.625,"INLAND"
9473,-117.06,32.76,36,2785,577,1275,527,2.3015,"NEAR OCEAN"
9474,-117.82,33.75,24,893,209,342,197,2.8261,"<1H OCEAN"
9475,-122.74,38.45,25,2696,496,1296,514,4.0798,"<1H OCEAN"
9476,-119.05,34.21,27,4357,926,2110,876,3.0119,"<1H OCEAN"
9477,-121.87,37.1,20,1918,304,798,302,7.5755,"<1H OCEAN"
9478,-121.85,36.6,21,2381,701,1264,659,2.5372,"<1H OCEAN"
9479,-117.8,33.53,41,2017,489,783,403,4.1591,"<1H OCEAN"
9480,-117.18,32.75,36,2282,534,918,531,2.7222,"NEAR OCEAN"
9481,-120.45,34.87,4,1533,221,545,191,7.5696,"<1H OCEAN"
9482,-120.44,34.96,29,2374,562,1617,463,2.6531,"<1H OCEAN"
9483,-122.23,37.8,50,1746,480,1149,415,2.25,"NEAR BAY"
9484,-118.22,33.9,40,1802,496,2096,468,2.3542,"<1H OCEAN"
9485,-118.19,34.05,47,1273,264,1193,260,2.4375,"<1H OCEAN"
9486,-122.22,37.36,34,1559,243,600,242,8.7382,"NEAR OCEAN"
9487,-118.29,34.06,27,2456,1111,4137,1104,1.5954,"<1H OCEAN"
9488,-118.55,34.21,35,2592,490,1427,434,5.0623,"<1H OCEAN"
9489,-118.15,34.15,52,275,123,273,111,1.1667,"<1H OCEAN"
9490,-119.77,36.84,15,2058,412,891,378,3.2569,"INLAND"
9491,-118.36,33.9,40,1271,276,725,234,5.0452,"<1H OCEAN"
9492,-117.9,33.99,18,8076,1789,5325,1707,3.443,"<1H OCEAN"
9493,-118.51,34.19,35,2537,418,1161,421,5.3028,"<1H OCEAN"
9494,-118.21,34.21,41,1676,263,757,255,4.7734,"<1H OCEAN"
9495,-120.21,36.98,21,1667,303,861,276,2.6012,"INLAND"
9496,-117.05,34.89,36,1199,260,665,229,3.7065,"INLAND"
9497,-118.09,34.11,45,1883,275,764,289,6.5078,"<1H OCEAN"
9498,-117.98,33.76,24,1880,405,967,418,4.4545,"<1H OCEAN"
9499,-118.55,34.03,35,9075,1858,3646,1724,6.0307,"<1H OCEAN"
9500,-120.96,37.54,29,1468,245,747,231,3.4643,"INLAND"
9501,-118.5,34.2,34,1617,344,938,305,3.915,"<1H OCEAN"
9502,-121.35,38.72,2,21897,3513,8652,2873,4.5432,"INLAND"
9503,-116.42,33.76,14,16921,2837,2524,1262,7.6281,"INLAND"
9504,-122.33,37.57,27,3085,876,1453,896,3.4333,"NEAR OCEAN"
9505,-117.34,33.21,23,2062,376,1302,379,4.0109,"NEAR OCEAN"
9506,-118.08,34.07,32,4089,975,3775,955,3.29,"<1H OCEAN"
9507,-120.87,37.77,9,4838,920,2460,923,3.5959,"INLAND"
9508,-116.97,32.78,37,1255,238,671,278,3.7019,"<1H OCEAN"
9509,-118.35,34.21,42,1073,220,804,226,3.75,"<1H OCEAN"
9510,-118.45,34.3,27,2676,NA,2661,623,4.3047,"<1H OCEAN"
9511,-117.13,32.72,52,1560,307,757,315,2.7083,"NEAR OCEAN"
9512,-118.11,34.14,44,3298,615,1417,643,4.1324,"<1H OCEAN"
9513,-122.41,37.61,46,2975,643,1479,577,3.8214,"NEAR OCEAN"
9514,-122.35,40.25,10,1621,318,866,283,3.5,"INLAND"
9515,-118.2,33.78,46,1889,651,1545,587,1.7064,"NEAR OCEAN"
9516,-121.93,36.63,33,1740,342,638,329,3.1912,"NEAR OCEAN"
9517,-122.53,37.93,37,1722,352,648,337,4.125,"NEAR BAY"
9518,-118.28,34,43,713,245,880,237,1.2065,"<1H OCEAN"
9519,-118.36,34.08,52,1965,480,794,451,3.2824,"<1H OCEAN"
9520,-117.36,33.98,46,1680,453,1570,435,2.0436,"INLAND"
9521,-117.05,32.61,26,1563,286,1145,313,3.8615,"NEAR OCEAN"
9522,-121.3,37.85,35,1034,206,604,192,2.2391,"INLAND"
9523,-118.98,35.38,28,1171,299,1193,273,0.8639,"INLAND"
9524,-118.35,34.08,52,2877,721,1186,704,3.2645,"<1H OCEAN"
9525,-118.09,34.12,45,2966,415,1231,409,7.8347,"<1H OCEAN"
9526,-118.01,33.69,3,945,115,337,123,11.5199,"<1H OCEAN"
9527,-122.03,37.29,22,3118,438,1147,425,10.3653,"<1H OCEAN"
9528,-117.1,32.97,17,3167,861,2098,828,2.4459,"<1H OCEAN"
9529,-118.32,33.97,52,1590,302,844,295,2.7139,"<1H OCEAN"
9530,-118.23,33.93,23,545,131,610,126,1.4861,"<1H OCEAN"
9531,-121.82,37.29,16,2085,394,1705,391,5.0225,"<1H OCEAN"
9532,-118.44,34,22,5822,1707,3335,1585,3.1579,"<1H OCEAN"
9533,-118.14,34.17,40,1054,251,1056,276,2.3,"<1H OCEAN"
9534,-122.37,37.58,52,1900,290,665,276,4.5486,"NEAR OCEAN"
9535,-118.29,33.89,33,2138,567,1072,528,2.7428,"<1H OCEAN"
9536,-122.34,37.52,34,3559,560,1747,550,6.6959,"NEAR OCEAN"
9537,-119.72,36.34,33,1287,214,580,210,3.2019,"INLAND"
9538,-118.12,33.97,33,3099,839,2025,750,3.183,"<1H OCEAN"
9539,-122.34,37.57,52,2547,373,876,359,8.2598,"NEAR OCEAN"
9540,-119.71,34.4,36,1846,358,748,329,4.2283,"NEAR OCEAN"
9541,-117.08,32.67,31,3008,764,2088,757,2.5662,"NEAR OCEAN"
9542,-122.01,37.98,29,2001,373,956,370,4.317,"NEAR BAY"
9543,-121.32,38.74,14,1449,228,670,232,4.3897,"INLAND"
9544,-121.89,36.59,32,784,112,262,114,6.918,"NEAR OCEAN"
9545,-119.73,36.72,15,2246,456,1190,403,2.0294,"INLAND"
9546,-120.65,35.32,20,626,212,3574,261,1.0298,"NEAR OCEAN"
9547,-117.96,33.79,36,2398,403,1261,402,5.2816,"<1H OCEAN"
9548,-122.21,37.46,48,2560,322,921,301,10.8758,"NEAR OCEAN"
9549,-117.07,33.13,17,6817,1632,4526,1474,2.6152,"<1H OCEAN"
9550,-117.96,33.81,34,1416,277,980,284,4.7772,"<1H OCEAN"
9551,-118.04,33.97,25,2945,914,2313,832,2.5686,"<1H OCEAN"
9552,-121.88,37.64,20,1309,184,514,172,10.9506,"INLAND"
9553,-118.18,33.88,47,882,185,536,174,4.625,"<1H OCEAN"
9554,-121.53,38.48,5,27870,5027,11935,4855,4.8811,"INLAND"
9555,-116.44,34.12,18,5584,1303,2250,1158,1.5823,"INLAND"
9556,-117.86,33.79,42,1024,191,483,187,4.105,"<1H OCEAN"
9557,-117.73,34.05,28,2758,771,2877,694,2.0734,"INLAND"
9558,-117.13,32.79,35,1362,243,698,255,3.6458,"NEAR OCEAN"
9559,-121.39,38.67,35,562,174,240,106,0.9338,"INLAND"
9560,-121.44,38.58,43,1806,339,764,341,3.9271,"INLAND"
9561,-118.42,34.19,33,3353,790,2318,775,2.2589,"<1H OCEAN"
9562,-117.82,33.89,24,2168,421,1050,397,4.6172,"<1H OCEAN"
9563,-119.71,36.73,19,3972,585,1586,560,5.2608,"INLAND"
9564,-118.46,34.18,33,1791,386,844,397,4.5081,"<1H OCEAN"
9565,-121.45,38.37,32,1441,261,629,249,4.4519,"INLAND"
9566,-122.17,37.72,42,3008,659,1817,664,3.371,"NEAR BAY"
9567,-117.3,34.14,37,1454,261,761,248,2.3438,"INLAND"
9568,-118.42,34.27,37,1024,246,1371,239,3.225,"<1H OCEAN"
9569,-121.62,38.96,36,1826,329,1068,318,1.9797,"INLAND"
9570,-117.51,34.16,2,718,98,119,50,4.1,"INLAND"
9571,-118.18,34.22,40,1983,298,853,271,5.9845,"<1H OCEAN"
9572,-118.95,35.32,29,3480,608,2007,541,3.2738,"INLAND"
9573,-121.94,37.56,15,5674,748,2412,714,8.3996,"<1H OCEAN"
9574,-118.25,34.07,18,4297,1420,4332,1286,2.2545,"<1H OCEAN"
9575,-121.94,38.37,14,1156,216,574,227,3.2396,"INLAND"
9576,-117.09,33.11,32,1713,321,891,286,3.1429,"<1H OCEAN"
9577,-118.34,34.05,50,2009,419,1130,402,3.1944,"<1H OCEAN"
9578,-118.56,34.19,34,2579,561,1237,517,4.433,"<1H OCEAN"
9579,-117.23,33.77,5,2108,496,1666,461,2,"INLAND"
9580,-118.5,34.17,37,880,NA,369,155,4.1429,"<1H OCEAN"
9581,-118.15,33.85,36,1435,249,606,234,4.1439,"<1H OCEAN"
9582,-122.04,37.34,20,4475,1048,2271,1021,4.8836,"<1H OCEAN"
9583,-122.7,38.34,19,2987,676,1782,688,2.8261,"<1H OCEAN"
9584,-122.73,39.04,23,1618,395,425,244,1.9833,"INLAND"
9585,-118.32,33.79,32,2381,467,1264,488,4.1477,"<1H OCEAN"
9586,-122.28,37.82,52,1170,235,701,233,1.6098,"NEAR BAY"
9587,-119.68,36.62,31,834,229,616,211,1.6602,"INLAND"
9588,-117.3,33.07,16,3147,765,2165,690,3.5585,"NEAR OCEAN"
9589,-121.87,37.43,22,3805,596,2118,621,6.2892,"<1H OCEAN"
9590,-121.73,38.54,18,974,317,521,317,1.0633,"INLAND"
9591,-118.28,33.97,31,2017,566,2063,521,1.9219,"<1H OCEAN"
9592,-117.28,32.84,21,2455,660,1015,597,3.7596,"NEAR OCEAN"
9593,-118.08,33.92,39,1631,322,1034,328,4.5382,"<1H OCEAN"
9594,-121.39,38.61,35,2024,359,786,364,2.4632,"INLAND"
9595,-118.61,34.59,5,4028,896,2062,826,4.0579,"INLAND"
9596,-122.02,37.6,32,1295,280,1156,300,3.5,"NEAR BAY"
9597,-118.3,33.75,23,1957,517,1454,526,3.5056,"<1H OCEAN"
9598,-121.92,36.61,29,3735,808,1873,757,3.1543,"NEAR OCEAN"
9599,-117.32,34.24,29,1290,263,323,113,1.9265,"INLAND"
9600,-122.91,39.03,14,2374,557,723,427,1.3532,"INLAND"
9601,-121.94,38.41,15,1263,211,665,208,4.5,"INLAND"
9602,-118.32,33.94,37,2740,504,1468,479,4.5368,"<1H OCEAN"
9603,-120.37,38.23,13,4401,829,924,383,2.6942,"INLAND"
9604,-120.68,35.29,37,1354,293,753,290,3.25,"NEAR OCEAN"
9605,-118.27,34.09,48,1527,295,589,286,4.1667,"<1H OCEAN"
9606,-118.25,33.79,38,1730,460,1724,424,2.7308,"NEAR OCEAN"
9607,-118.34,34.17,52,1133,212,545,222,4.875,"<1H OCEAN"
9608,-121.85,37.33,19,735,158,597,134,4.5208,"<1H OCEAN"
9609,-118.02,34.05,34,1610,513,2050,508,2.5562,"<1H OCEAN"
9610,-117.05,32.61,31,4033,715,2585,715,3.5096,"NEAR OCEAN"
9611,-117.99,34.16,40,3838,696,1851,674,4.2407,"INLAND"
9612,-121.31,38.67,26,1387,226,807,244,4.1563,"INLAND"
9613,-122.09,37.99,19,3073,506,1773,493,5.4496,"NEAR BAY"
9614,-122.22,37.82,39,2492,310,808,315,11.8603,"NEAR BAY"
9615,-121.38,38.58,38,2968,475,1176,454,5.0497,"INLAND"
9616,-118.05,33.71,25,4150,570,1424,547,8.8281,"NEAR OCEAN"
9617,-122.12,37.4,31,2356,405,921,358,7.0245,"NEAR BAY"
9618,-118.04,33.94,37,1328,273,1115,275,4.2051,"<1H OCEAN"
9619,-120.95,37.59,29,1727,439,1063,386,1.8929,"INLAND"
9620,-118.02,34.15,44,2267,426,980,372,3.6,"INLAND"
9621,-122.49,37.75,52,2226,385,1177,416,4.8516,"NEAR OCEAN"
9622,-121.84,37.25,25,5939,989,3275,954,5.6488,"<1H OCEAN"
9623,-116.5,33.95,10,7249,1882,4274,1621,1.6983,"INLAND"
9624,-122.5,37.78,50,1922,427,1049,443,3.5833,"NEAR BAY"
9625,-118.06,34.08,37,778,205,850,198,2.5119,"<1H OCEAN"
9626,-118.36,34.07,48,1740,360,748,357,4.7019,"<1H OCEAN"
9627,-118.09,33.77,26,5359,1508,1829,1393,1.7675,"<1H OCEAN"
9628,-118.25,34.15,13,1107,479,616,443,0.8185,"<1H OCEAN"
9629,-119.82,36.79,18,5822,1439,3415,1224,1.6854,"INLAND"
9630,-118.32,33.75,37,1080,135,366,142,11.6677,"NEAR OCEAN"
9631,-118.38,34.07,48,2799,596,1235,561,4.4896,"<1H OCEAN"
9632,-118.49,34.27,34,4877,815,2521,781,5.5714,"<1H OCEAN"
9633,-117.97,33.79,34,2456,410,1289,442,4.1818,"<1H OCEAN"
9634,-117.18,32.8,10,3821,631,1605,609,5.5454,"NEAR OCEAN"
9635,-118.37,34.1,37,407,67,100,47,15.0001,"<1H OCEAN"
9636,-118.4,34.03,36,1831,296,871,269,8.1484,"<1H OCEAN"
9637,-117.11,32.72,25,1491,348,1183,316,1.9583,"NEAR OCEAN"
9638,-118.18,33.92,29,749,185,708,196,2.4583,"<1H OCEAN"
9639,-118.31,33.86,29,2243,361,1051,352,6.6632,"<1H OCEAN"
9640,-117.92,34.08,36,1285,228,679,231,3.8705,"<1H OCEAN"
9641,-118.34,34.86,11,7353,1482,3571,1308,2.8097,"INLAND"
9642,-122.29,37.92,32,1736,234,602,231,6.516,"NEAR BAY"
9643,-121.29,38.28,11,1554,260,793,233,4.8073,"INLAND"
9644,-117.75,34.12,25,5411,998,2243,1019,4.3148,"INLAND"
9645,-122.3,38.29,40,1739,318,744,312,2.6518,"NEAR BAY"
